,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
1293,Returner,2002,R,"['Action', ' Adventure', ' Sci-Fi']",116,6.4,36,11368,64.0
1294,Storage 24,2012,R,"['Horror', ' Sci-Fi']",87,4.5,52,7243,45.0
1295,The Wild Blue Yonder,2005,Not Rated,['Sci-Fi'],80,6.1,65,3738,61.0
1296,Mrs. Hyde,2017,Unrated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.2,60,1577,52.0
1297,The Human Race,2013,Not Rated,"['Action', ' Comedy', ' Horror']",87,5.1,32,11052,51.0
1298,Incident at Loch Ness,2004,PG-13,"['Adventure', ' Comedy', ' Fantasy']",94,6.5,62,4219,65.0
1299,Extraterrestrial,2011,Not Rated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.8,55,4031,58.0
1300,Jack Brooks: Monster Slayer,2007,R,"['Action', ' Comedy', ' Horror']",85,5.9,46,6454,59.0
1301,King Car,2021,,"['Fantasy', ' Sci-Fi']",99,5.5,71,207,55.0
1302,Wonderful Days,2003,Unrated,"['Animation', ' Action', ' Adventure']",86,6.7,53,9294,67.0
1303,The Reconstruction of William Zero,2014,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",98,5.4,57,1191,54.0
1304,Iceman,2014,R,"['Action', ' Comedy', ' History']",104,4.7,32,3649,47.0
1305,Instant Dreams,2017,,"['Documentary', ' Drama', ' Sci-Fi']",91,7.0,46,1129,70.0
1306,Zebraman,2004,PG-13,"['Action', ' Comedy', ' Sci-Fi']",115,6.5,62,3525,65.0
1307,Narcopolis,2015,Not Rated,"['Mystery', ' Sci-Fi', ' Thriller']",96,4.4,30,1849,44.0
1308,Hover,2018,Not Rated,['Sci-Fi'],86,3.7,40,618,37.0
1309,Septic Man,2013,R,"['Horror', ' Sci-Fi']",83,4.1,8,831,41.0
1310,Labyrinth of Cinema,2019,,"['Drama', ' History', ' Romance']",179,6.7,82,815,67.0
1311,My Twentieth Century,1989,,"['Comedy', ' Drama', ' Sci-Fi']",104,7.1,81,1783,71.0
1312,Special,2006,R,"['Comedy', ' Drama', ' Sci-Fi']",81,6.8,57,5715,68.0
1313,Toad Road,2012,Unrated,"['Drama', ' Horror', ' Sci-Fi']",76,5.0,54,1350,50.0
1314,Anatomy 2,2003,R,"['Horror', ' Sci-Fi', ' Thriller']",101,5.0,46,3802,50.0
1315,Stereo (Tile 3B of a CAEE Educational Mosaic),1969,Not Rated,['Sci-Fi'],65,5.1,42,2083,51.0
1316,Eva,2011,PG-13,"['Adventure', ' Drama', ' Fantasy']",94,6.6,57,10169,66.0
1317,Auggie,2019,,"['Drama', ' Sci-Fi']",81,5.4,44,567,54.0
1318,Passion of Mind,2000,PG-13,"['Drama', ' Mystery', ' Romance']",105,5.5,28,3464,55.0
1319,The American Astronaut,2001,Not Rated,"['Musical', ' Comedy', ' Sci-Fi']",91,6.9,51,3142,69.0
1320,Embers,2015,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",85,5.3,55,2214,53.0
1321,The Greening of Whitney Brown,2011,PG,"['Animation', ' Adventure', ' Family']",83,5.2,33,644,52.0
1322,The 11th Green,2020,Not Rated,"['Drama', ' History', ' Sci-Fi']",108,6.2,68,81,62.0
1323,Creative Control,2015,R,"['Drama', ' Sci-Fi']",97,5.4,58,2224,54.0
1324,Mutant Aliens,2001,R,"['Animation', ' Comedy', ' Sci-Fi']",81,6.6,39,1232,66.0
1325,The Girl from Monday,2005,R,"['Action', ' Comedy', ' Sci-Fi']",84,5.3,45,1075,53.0
1326,Napping Princess,2017,,"['Animation', ' Adventure', ' Drama']",111,6.3,69,1418,63.0
1327,Brand Upon the Brain!,2006,Not Rated,"['Comedy', ' Drama', ' Fantasy']",95,7.3,79,3576,73.0
1328,Griff the Invisible,2010,PG-13,"['Comedy', ' Drama', ' Romance']",90,6.0,49,4938,60.0
1329,Letters from the Big Man,2011,Not Rated,"['Drama', ' Sci-Fi']",104,6.3,66,204,63.0
1330,Generation P,2011,,"['Comedy', ' Drama', ' Sci-Fi']",112,6.7,65,4011,67.0
1331,Phantom Boy,2015,PG,"['Animation', ' Action', ' Adventure']",84,6.6,66,1571,66.0
1332,WXIII: Patlabor the Movie 3,2001,R,"['Animation', ' Action', ' Crime']",102,6.6,47,1322,66.0
1333,Karmalink,2021,,"['Drama', ' Sci-Fi']",101,7.2,73,85,72.0
1334,War of the Worlds: Goliath,2012,PG-13,"['Animation', ' Action', ' Adventure']",85,5.4,33,1203,54.0
1335,Closer to God,2014,,"['Horror', ' Sci-Fi', ' Thriller']",81,4.6,54,1037,46.0
1336,Listening,2014,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",98,5.6,35,3232,56.0
1337,The Princess Blade,2001,R,"['Action', ' Sci-Fi']",93,5.6,59,3030,56.0
1338,Mysterious Object at Noon,2000,Not Rated,"['Documentary', ' Drama', ' Fantasy']",89,6.8,69,1506,68.0
1339,Tank 432,2015,Not Rated,"['Action', ' Horror', ' Mystery']",88,3.3,43,2009,33.0
1340,Hangar 10,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",87,3.6,28,1556,36.0
1341,Dead or Alive: Final,2002,Not Rated,"['Action', ' Crime', ' Drama']",89,5.6,34,2655,56.0
1342,Uncle Kent 2,2015,Unrated,"['Comedy', ' Sci-Fi']",73,5.3,54,236,53.0
1343,Absence,2013,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",84,4.1,20,841,41.0
